EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Valentine,3.0,Control,413.1587214794963,BR-015
Christmas,1.5,Variation1,1382.0287818028228,BR-017
Normal,1.0,Variation2,812.6825665058481,BR-005
BlackFriday,3.8,Variation1,1166.431917674264,BR-001
BlackFriday,2.1,Control,1080.1162567703645,BR-009
Valentine,3.5,Control,1249.8926019376179,BR-010
Valentine,1.9,Control,603.0897648344262,BR-014
Christmas,1.4,Control,-1199.4073295022686,BR-014
Christmas,1.1,Variation1,1096.4406981522425,BR-002
Normal,1.0,Control,922.6894657493353,BR-004
Valentine,2.8,Variation1,684.4577927166018,BR-014
BlackFriday,4.3,Variation2,1254.6779658117798,BR-016
Valentine,1.5,Control,1011.6699502244819,BR-003
Valentine,4.6,Control,2748.9307383834375,BR-011
Valentine,2.3,Variation2,-941.1177309393428,BR-013
Christmas,3.3,Variation1,310.9548388932325,BR-009
Christmas,3.2,Variation2,972.729099091733,BR-012
BlackFriday,4.6,Control,1175.5895242251709,BR-004
Christmas,4.0,Control,2277.8865516666183,BR-003
BlackFriday,2.0,Control,1949.5285618392777,BR-002
Christmas,3.8,Control,1342.2035530849587,BR-007
Normal,1.0,Control,768.0431513257097,BR-013
Normal,1.0,Control,1314.8335473066454,BR-001
Normal,1.0,Control,730.323546509021,BR-004
Christmas,4.6,Variation1,2937.7445632981908,BR-006
Valentine,4.3,Variation1,2249.443732016763,BR-009
Valentine,3.3,Control,1987.7887860572268,BR-015
Valentine,5.0,Control,805.6528470366804,BR-011
Christmas,1.4,Variation2,1144.9069085648912,BR-017
Christmas,2.1,Control,936.0052375230114,BR-001
Christmas,1.8,Control,1440.0507516189318,BR-015
Normal,1.0,Variation1,-1309.6438886414921,BR-008
BlackFriday,2.0,Variation1,1640.4355513422745,BR-010
BlackFriday,2.9,Control,-1084.9338596811126,BR-006
Normal,1.0,Control,532.1870758221713,BR-009
Christmas,4.0,Variation1,1663.1919250908397,BR-012
Valentine,4.4,Control,978.665525633229,BR-003
BlackFriday,2.2,Control,1753.0512744966054,BR-015
Christmas,3.2,Control,1056.97064518474,BR-003
BlackFriday,1.4,Variation1,476.4077718392779,BR-006
Christmas,1.3,Control,577.7472190719221,BR-003
Normal,1.0,Variation2,1297.8520655792981,BR-016
Valentine,4.7,Variation1,1607.4221482280923,BR-007
Christmas,1.9,Control,1307.6764306693165,BR-008
Christmas,2.6,Variation2,709.8967756800323,BR-016
Valentine,3.8,Variation2,2141.365803257641,BR-006
Valentine,4.4,Variation2,1865.292844888311,BR-010
BlackFriday,2.6,Control,492.404546404195,BR-006
Valentine,3.1,Variation2,2197.94140261865,BR-009
Valentine,3.7,Control,1742.4473081490744,BR-005
Valentine,4.5,Control,560.5561398215564,BR-016
BlackFriday,1.8,Control,811.1320671001342,BR-003
Normal,1.0,Variation1,429.6294840564428,BR-012
Christmas,4.2,Variation1,195.74274865093116,BR-009
Christmas,4.5,Control,1667.8592286282342,BR-015
BlackFriday,1.7,Variation1,1164.6870846786676,BR-001
Normal,1.0,Variation2,79.78222907058728,BR-011
BlackFriday,1.7,Control,1293.2386543877756,BR-016
Valentine,2.6,Control,988.0300985049231,BR-001
BlackFriday,2.3,Control,1533.929619895857,BR-012
Valentine,4.5,Control,508.5363970191057,BR-016
Christmas,3.1,Control,2216.2315612583543,BR-014
Christmas,1.6,Control,1102.2991692816317,BR-002
Normal,1.0,Control,868.5153076174882,BR-005
Normal,1.0,Variation1,830.459953765082,BR-010
BlackFriday,2.1,Control,-985.2506650473152,BR-007
Valentine,2.7,Control,538.2934336952155,BR-004
BlackFriday,4.2,Control,1676.1290737469099,BR-012
BlackFriday,1.2,Control,1392.1901600604149,BR-012
BlackFriday,1.8,Control,762.6112518336894,BR-013
BlackFriday,3.4,Control,460.0865082798479,BR-006
Christmas,1.5,Variation1,2338.339379239216,BR-003
Valentine,4.4,Variation2,1279.8129159177952,BR-015
Christmas,2.5,Control,-1508.1264535723394,BR-014
Christmas,1.4,Control,1057.8899557231837,BR-012
Valentine,2.0,Variation1,765.2961133002043,BR-016
BlackFriday,1.2,Variation2,419.92173551877437,BR-015
Valentine,4.0,Control,549.9725699206791,BR-001
Valentine,2.5,Control,-1666.4282910660022,BR-016
Normal,1.0,Control,1091.4872460656222,BR-002
BlackFriday,2.4,Control,948.164847549484,BR-017
Valentine,2.3,Control,2027.9598751513734,BR-015
BlackFriday,1.9,Variation2,1893.5056299695775,BR-006
Valentine,3.8,Variation1,2463.402749631109,BR-003
BlackFriday,4.0,Control,766.2210363092275,BR-014
Christmas,1.4,Control,1556.0524724839454,BR-016
Normal,1.0,Control,726.8450967751855,BR-013
BlackFriday,1.1,Control,1032.6621912191392,BR-010
Normal,1.0,Variation1,901.3188976105376,BR-016
BlackFriday,4.1,Control,1516.526745155655,BR-004
BlackFriday,2.4,Control,1310.80896687716,BR-006
Normal,1.0,Variation2,1696.378975610739,BR-003
Valentine,2.4,Variation2,1479.8907003185848,BR-004
BlackFriday,2.8,Variation2,2282.9166670715344,BR-005
Valentine,3.1,Variation2,2167.044087563945,BR-002
Valentine,3.9,Variation2,1271.5601875058765,BR-015
Christmas,1.4,Control,997.6299465023383,BR-004
Normal,1.0,Control,-560.1186370727008,BR-014
Normal,1.0,Control,1634.4161105312237,BR-016
Valentine,3.7,Variation2,1625.3667486858785,BR-010
Normal,1.0,Control,238.52386004552793,BR-017
Normal,1.0,Control,1434.7517412128639,BR-007
BlackFriday,1.8,Control,1703.8573480361529,BR-008
Normal,1.0,Variation2,805.039203937847,BR-006
Christmas,2.8,Variation1,1570.3497809252665,BR-002
Christmas,2.1,Control,1246.8395008248863,BR-002
Normal,1.0,Control,200.96381800815053,BR-016
Valentine,2.2,Control,532.6765735621225,BR-005
BlackFriday,3.0,Control,1682.8847092226197,BR-017
BlackFriday,4.1,Control,952.6156781173381,BR-008
Christmas,2.6,Control,1579.840529930084,BR-004
Normal,1.0,Control,654.3088344919615,BR-008
Normal,1.0,Variation1,1591.3770194659842,BR-004
Valentine,1.5,Variation2,1482.533559754953,BR-016
Normal,1.0,Control,1084.56399583345,BR-013
Valentine,3.0,Variation2,1240.1572484995213,BR-001
Normal,1.0,Control,1338.721486372488,BR-009
Valentine,1.1,Control,1286.1541607746733,BR-014
Christmas,4.2,Control,1528.9557360195406,BR-002
Christmas,1.2,Control,865.043870131159,BR-013
Normal,1.0,Control,484.8253137338712,BR-017
BlackFriday,1.4,Variation2,765.5094122032166,BR-006
BlackFriday,4.3,Variation2,909.7108869680717,BR-014
Christmas,4.6,Variation1,-1082.8132704899724,BR-003
Valentine,3.0,Control,1951.9641694970178,BR-004
Christmas,3.5,Variation1,1927.2806307484227,BR-014
Valentine,4.7,Control,1094.805817849464,BR-002
Normal,1.0,Variation2,1065.0147592083233,BR-005
Normal,1.0,Variation2,1332.0008050084957,BR-005
Christmas,1.6,Control,1362.9579307530755,BR-011
BlackFriday,4.5,Control,-1962.4573231566353,BR-017
Christmas,2.0,Variation1,1479.170131037636,BR-009
Valentine,2.2,Control,2248.7307704073746,BR-017
Normal,1.0,Variation2,175.641078863837,BR-008
Christmas,3.7,Variation2,1564.7084055020014,BR-015
BlackFriday,4.3,Variation2,1227.4840444968004,BR-014
Valentine,4.4,Control,1319.126579671586,BR-012
Normal,1.0,Control,1583.6410279196002,BR-005
Christmas,3.1,Control,424.5866854092196,BR-005
Christmas,4.0,Control,1724.6810499909386,BR-012
Normal,1.0,Control,938.4383715401594,BR-012
Normal,1.0,Variation1,1283.7866530426456,BR-011
BlackFriday,2.6,Control,1993.0277959518223,BR-017
BlackFriday,1.1,Variation1,1818.1968394780115,BR-006
Christmas,2.2,Variation1,2006.0050258960496,BR-005
Normal,1.0,Control,1431.3462514183539,BR-012
Valentine,4.3,Control,176.3639481736491,BR-003
Valentine,3.6,Variation1,1546.0214015333852,BR-008
Normal,1.0,Control,1364.9914400603936,BR-008
Valentine,3.0,Control,1412.26215273901,BR-015
Christmas,1.9,Control,2180.1081439077384,BR-009
Christmas,1.5,Variation1,2193.9925444401415,BR-015
Valentine,2.0,Variation2,1578.61624392631,BR-007
Christmas,2.2,Control,986.2667263769451,BR-002
Christmas,4.1,Control,694.5372751675905,BR-002
BlackFriday,1.3,Control,706.9893544424505,BR-014
Normal,1.0,Control,887.007916723478,BR-016
Christmas,1.9,Control,1487.8273814591137,BR-005
Christmas,2.8,Control,1012.2694583268474,BR-010
Valentine,2.0,Control,533.4206968832378,BR-015
Normal,1.0,Variation1,533.1107638082533,BR-004
Christmas,2.3,Variation1,1081.3218050380103,BR-006
Christmas,4.2,Variation1,1691.1606440419628,BR-004
BlackFriday,4.1,Control,1430.30290539655,BR-008
Christmas,4.7,Variation1,1391.0301991073638,BR-002
Valentine,2.4,Control,1832.5506618503862,BR-008
Normal,1.0,Control,232.7575614933737,BR-013
BlackFriday,2.8,Control,621.8816099641509,BR-001
BlackFriday,4.3,Variation1,1434.2827831880245,BR-013
Valentine,2.3,Variation1,1673.0702860668337,BR-009
BlackFriday,1.8,Variation1,1726.4573737704557,BR-010
Valentine,1.2,Control,1438.3074922417297,BR-014
BlackFriday,4.1,Control,846.0855883568992,BR-011
Christmas,1.5,Variation2,1440.3933502442292,BR-007
BlackFriday,1.2,Variation2,2353.3735714497866,BR-004
Normal,1.0,Control,1565.8511602217388,BR-015
Christmas,1.0,Control,1329.5404301474423,BR-002
Normal,1.0,Control,844.4412176985576,BR-011
Valentine,5.0,Control,489.1493943049038,BR-004
BlackFriday,3.5,Variation2,-1049.3408126273848,BR-009
Normal,1.0,Variation2,1822.630358619152,BR-012
Christmas,1.6,Variation2,2135.9048747071724,BR-005
Valentine,2.6,Control,1463.698066306374,BR-011
Christmas,4.3,Variation1,2509.7238066772506,BR-013
Normal,1.0,Variation2,54.3361869945167,BR-014
Valentine,1.2,Control,908.7471147572655,BR-017
Normal,1.0,Variation1,2159.808794069978,BR-007
Christmas,4.7,Control,1435.795632022456,BR-016
Christmas,3.2,Variation1,595.836535771957,BR-004
BlackFriday,4.4,Variation1,909.9164776543761,BR-007
BlackFriday,1.4,Control,1577.1298709226335,BR-010
BlackFriday,3.6,Variation2,1661.7500674250882,BR-004
BlackFriday,1.5,Control,1213.6875614632386,BR-011
Valentine,1.7,Variation2,1035.310833150615,BR-012
BlackFriday,4.5,Variation2,165.61449495622867,BR-003
Christmas,3.4,Variation2,593.7971708328448,BR-006
BlackFriday,3.8,Control,1616.0408268643807,BR-008
Christmas,2.7,Control,2025.268825652716,BR-013
Valentine,1.9,Control,852.7356531651678,BR-007
Normal,1.0,Variation1,1329.8890867483565,BR-001
BlackFriday,4.2,Variation2,-723.3987504684495,BR-014
Normal,1.0,Variation2,1443.0774434867703,BR-009
Valentine,4.6,Variation2,914.6646593947899,BR-003
Valentine,2.1,Control,810.1285322189915,BR-004
Valentine,2.6,Variation2,1250.85755190889,BR-016
Christmas,1.9,Variation1,1773.0018005792986,BR-006
Valentine,4.1,Variation2,1623.0589985369254,BR-004
BlackFriday,1.9,Control,-971.0184145393024,BR-007
Christmas,1.4,Control,1162.985794864352,BR-003
Normal,1.0,Control,1534.5125045964135,BR-002
Normal,1.0,Variation1,1956.4850440184969,BR-009
Valentine,4.3,Control,-1044.0054771476932,BR-001
BlackFriday,1.1,Control,961.9607921842347,BR-007
Valentine,3.2,Variation2,1680.997816053835,BR-016
Valentine,1.5,Variation1,572.9144930183315,BR-017
Valentine,1.1,Control,1159.274899915155,BR-015
Christmas,1.8,Variation2,1384.0335240860888,BR-002
Valentine,2.1,Control,1392.8084384633812,BR-004
BlackFriday,4.1,Variation2,707.4911479506072,BR-002
Valentine,4.5,Control,1453.4614862602093,BR-016
Valentine,1.9,Variation2,1472.3466873303405,BR-005
Valentine,3.7,Variation1,-953.8826844683003,BR-013
Normal,1.0,Control,1142.6380702427014,BR-003
BlackFriday,3.5,Variation2,1255.174042438643,BR-005
BlackFriday,3.5,Control,1461.277876596588,BR-003
Valentine,1.7,Variation2,987.8802662556724,BR-013
Christmas,1.7,Variation2,1789.3568356004437,BR-007
BlackFriday,4.6,Control,1369.6605511906184,BR-012
Christmas,2.7,Control,712.6779192916297,BR-015
BlackFriday,3.1,Control,1741.0031694725167,BR-005
Normal,1.0,Control,566.4143799752889,BR-013
Christmas,4.6,Variation1,53.22397875933212,BR-016
Valentine,4.9,Control,1585.4684407220345,BR-009
Christmas,3.5,Control,1280.14504182538,BR-016
Valentine,2.9,Control,126.00629465516593,BR-014
Valentine,4.9,Control,2268.6295256522453,BR-013
Valentine,4.4,Control,2607.875743353085,BR-002
Christmas,2.1,Variation1,1083.1654073183577,BR-007
Valentine,1.4,Variation1,1796.3367964544923,BR-003
Normal,1.0,Variation2,826.6566486232039,BR-009
BlackFriday,4.1,Control,1541.5627178072114,BR-009
Christmas,4.5,Variation2,1523.6054633155827,BR-001
Normal,1.0,Variation1,-2108.647836205504,BR-012
Normal,1.0,Variation1,1223.647820822922,BR-015
Normal,1.0,Control,994.9808672709122,BR-006
Normal,1.0,Variation2,1507.4764745843268,BR-012
Christmas,2.6,Control,294.64870241628876,BR-002
Normal,1.0,Control,1502.4701381610319,BR-008
BlackFriday,1.5,Variation1,1372.6866367648217,BR-003
Valentine,4.4,Control,1162.790509073046,BR-002
BlackFriday,2.5,Control,1473.1093982182335,BR-010
Christmas,2.4,Control,857.4640720767285,BR-013
Christmas,3.8,Control,2048.3007709134013,BR-012
Normal,1.0,Control,305.96150503360417,BR-005
BlackFriday,4.3,Control,-1129.0661170482988,BR-004
Valentine,4.6,Variation2,1002.0133939144907,BR-005
BlackFriday,4.2,Variation1,979.2962499513468,BR-004
Christmas,3.2,Control,1927.2489939998713,BR-003
BlackFriday,1.2,Control,597.3213180824895,BR-002
Christmas,4.8,Control,635.1056214151057,BR-016
BlackFriday,4.1,Variation2,1935.0133657817125,BR-011
Normal,1.0,Control,1462.3958768250802,BR-011
Christmas,3.0,Variation2,967.7101015597073,BR-012
Normal,1.0,Control,929.3080830561548,BR-001
Valentine,3.0,Control,882.0582675954984,BR-003
BlackFriday,3.5,Variation2,1805.908034185277,BR-006
Christmas,2.3,Control,1895.2811912466834,BR-015
BlackFriday,3.7,Control,1611.3520106250844,BR-010
Valentine,2.2,Control,23.559396286476208,BR-015
Christmas,4.3,Variation2,1109.1143964410567,BR-005
BlackFriday,3.3,Control,1435.6512167510848,BR-013
BlackFriday,4.8,Control,1600.59812117672,BR-007
Normal,1.0,Control,405.7390046087995,BR-008
Valentine,3.2,Variation2,1946.4619157065022,BR-001
BlackFriday,1.1,Control,1168.2389546290924,BR-014
Valentine,4.2,Control,1289.7360282864436,BR-012
Normal,1.0,Variation1,556.2491790245903,BR-007
Valentine,2.8,Variation2,519.5223214926137,BR-009
BlackFriday,2.7,Control,1293.746756676985,BR-014
Christmas,4.0,Variation1,1220.6889159874002,BR-002
BlackFriday,3.1,Control,2386.5876957900746,BR-002
Valentine,1.6,Variation1,2540.1416454252007,BR-008
Valentine,2.6,Control,741.8325789838462,BR-014
Valentine,4.8,Control,1639.9742080517592,BR-016
Christmas,4.7,Variation2,1371.2660155406954,BR-016
Valentine,4.4,Control,603.6695296094281,BR-011
Normal,1.0,Control,575.6447757851729,BR-002
Normal,1.0,Control,1156.1491240225096,BR-016
BlackFriday,1.0,Variation2,1064.4920455227468,BR-008
BlackFriday,1.2,Control,1074.9824175064628,BR-012
Valentine,5.0,Control,1811.122033395355,BR-001
Christmas,1.2,Control,290.5146682098058,BR-008
Valentine,1.6,Variation2,1153.477816550665,BR-016
Valentine,1.2,Variation2,485.1511371858888,BR-004
BlackFriday,1.0,Control,826.2044865715926,BR-006
Christmas,4.3,Control,1121.6778713014708,BR-005
BlackFriday,2.3,Variation1,1834.2382955188439,BR-003
Valentine,4.3,Variation1,1622.8755063565636,BR-008
Normal,1.0,Control,2030.4391357232482,BR-017
BlackFriday,2.5,Control,1925.6092055374877,BR-006
Valentine,2.0,Control,19.4113987376935,BR-014
Christmas,2.1,Variation2,1124.6257190377394,BR-003
Christmas,2.6,Control,1361.0060558391156,BR-002
Valentine,3.6,Variation1,-2058.242510039566,BR-013
Valentine,2.9,Control,950.4107947221144,BR-009
Valentine,2.1,Variation1,1773.5479122591885,BR-011
Valentine,3.8,Variation2,883.1354444569213,BR-010
Normal,1.0,Variation2,1071.3623862460806,BR-001
Normal,1.0,Variation2,1489.9613068314745,BR-002
Christmas,3.9,Control,1130.342424893949,BR-005
Normal,1.0,Control,1709.6148135179499,BR-006
BlackFriday,4.8,Variation1,693.6395395521337,BR-003
BlackFriday,4.3,Control,362.76989142924685,BR-001
Normal,1.0,Variation2,1016.6994285762643,BR-003
Valentine,3.9,Control,-997.902447928038,BR-009
BlackFriday,1.2,Variation2,1278.4114461455172,BR-009
Christmas,4.6,Variation2,1287.8886664728536,BR-009
Valentine,3.1,Variation2,649.3873339900177,BR-002
Valentine,2.0,Control,1491.5348368233251,BR-001
Christmas,1.4,Control,447.9477107719661,BR-006
BlackFriday,2.9,Control,1454.2926452931888,BR-015
Valentine,3.6,Variation1,1384.1529671361486,BR-014
Valentine,1.9,Variation1,1370.584385661654,BR-013
Valentine,1.7,Variation2,935.2095414036097,BR-015
Christmas,3.9,Control,1702.2290365702238,BR-005
Normal,1.0,Variation1,768.4675478667313,BR-013
Christmas,4.0,Control,1652.9274220836705,BR-007
Normal,1.0,Control,393.99778748482123,BR-004
Valentine,3.8,Control,2561.275265175241,BR-005
Valentine,2.1,Control,407.1977263729679,BR-007
Valentine,3.4,Control,938.7313325657623,BR-001
Valentine,4.9,Control,1888.3597666731628,BR-011
Christmas,5.0,Control,2022.6910592009094,BR-006
Christmas,1.7,Control,1423.9934906971632,BR-014
Normal,1.0,Control,302.0002229071814,BR-011
Christmas,1.5,Variation1,925.1308189619463,BR-016
Valentine,1.9,Variation2,1614.9860527895655,BR-003
BlackFriday,3.0,Variation2,1635.9995901092182,BR-007
Christmas,2.1,Control,1541.2448861116654,BR-012
Valentine,4.6,Control,1126.831935746398,BR-007
Valentine,4.5,Control,1952.8052939355202,BR-002
Normal,1.0,Control,1884.665899988693,BR-001
Christmas,4.8,Variation1,3434.615073301735,BR-011
Normal,1.0,Variation1,902.7369195739525,BR-011
Christmas,4.7,Variation2,1185.139412173089,BR-008
Valentine,4.6,Control,1490.0680738245896,BR-009
Normal,1.0,Variation2,975.3892606019988,BR-002
Christmas,4.7,Control,839.2302768610678,BR-015
Valentine,3.4,Control,915.4022261226521,BR-006
BlackFriday,3.9,Control,1159.0608927324724,BR-016
Christmas,3.9,Control,2310.866797557238,BR-004
BlackFriday,1.8,Variation2,234.4420724899893,BR-012
Christmas,3.4,Control,564.697680246945,BR-002
BlackFriday,1.0,Control,393.3151102157986,BR-017
Valentine,2.7,Control,1948.708126081041,BR-005
Valentine,1.3,Variation1,858.0332022032283,BR-005
Normal,1.0,Control,925.8697194505784,BR-006
Christmas,4.7,Control,1492.4609345760184,BR-002
BlackFriday,3.1,Variation2,-450.4698853717119,BR-004
Christmas,2.6,Control,2140.7815496057287,BR-012
Normal,1.0,Variation2,1570.0307913453494,BR-016
Valentine,3.2,Variation2,281.04051024040876,BR-007
Normal,1.0,Control,-853.8329714022232,BR-016
Valentine,2.7,Control,1990.5042324930482,BR-010
BlackFriday,1.7,Variation1,1004.5896737787269,BR-001
Normal,1.0,Control,614.3834702454722,BR-015
Christmas,1.2,Control,585.0698083509692,BR-005
Normal,1.0,Control,1443.7153943266544,BR-002
Christmas,2.1,Variation1,35.72717062297158,BR-008
Valentine,2.1,Control,1408.4842041168972,BR-011
Christmas,4.5,Control,329.60458100525057,BR-015
Valentine,4.2,Variation2,-2168.172072080336,BR-004
Christmas,2.6,Control,1107.6318660669008,BR-010
Valentine,2.3,Control,1060.0634288901856,BR-011
Valentine,2.1,Control,672.2929425031687,BR-015
Normal,1.0,Variation1,1773.3717775363882,BR-004
Normal,1.0,Variation2,1345.9001804501386,BR-010
Christmas,2.1,Variation2,999.5368443947528,BR-004
Christmas,3.5,Variation2,888.5346125323106,BR-005
Valentine,4.8,Control,642.1217619033956,BR-008
BlackFriday,4.2,Control,1272.5171563085028,BR-011
BlackFriday,4.2,Variation2,126.40285355221263,BR-012
Christmas,4.0,Control,1149.184451541108,BR-012
Valentine,4.0,Control,1683.8670412050317,BR-005
Christmas,2.2,Control,355.0699729616718,BR-012
Christmas,3.4,Variation1,1919.0386185451055,BR-008
BlackFriday,3.3,Variation1,2356.52603247403,BR-003
Christmas,2.6,Control,1651.585770478409,BR-015
Normal,1.0,Control,1384.2961147640583,BR-011
Christmas,1.6,Variation2,1159.4637012248843,BR-003
Christmas,3.1,Control,-1919.1420549927414,BR-013
Normal,1.0,Variation2,1245.5843926119576,BR-008
BlackFriday,4.8,Control,-2268.033530139479,BR-009
Normal,1.0,Control,642.3372417182746,BR-005
Valentine,3.3,Control,645.8282733723108,BR-013
Normal,1.0,Control,806.542577682371,BR-005
BlackFriday,1.2,Control,1875.6435047724,BR-009
BlackFriday,1.2,Variation2,911.753126555499,BR-010
Valentine,1.9,Control,1626.3163973499693,BR-014
Christmas,1.1,Control,2258.8451091955526,BR-002
Christmas,3.9,Control,1364.8768024938288,BR-003
BlackFriday,3.9,Control,1609.7844624577572,BR-012
Normal,1.0,Control,1134.7727026431246,BR-001
Normal,1.0,Variation2,1554.8714296102053,BR-016
Christmas,1.9,Control,1433.9445949528679,BR-007
Normal,1.0,Control,360.48117474189917,BR-017
Valentine,1.4,Control,1599.360841772919,BR-017
BlackFriday,1.4,Control,2057.047895917613,BR-014
Christmas,3.7,Variation1,1594.9181995358713,BR-009
BlackFriday,2.4,Control,1334.1646197431805,BR-007
Normal,1.0,Control,1230.5559154011762,BR-013
Christmas,1.4,Control,1574.070294190427,BR-016
BlackFriday,3.0,Variation2,705.8740089146513,BR-017
Normal,1.0,Variation1,971.0357563000235,BR-003
BlackFriday,2.6,Variation1,1996.8970062545247,BR-010
Normal,1.0,Variation1,1974.5348383141181,BR-003
Christmas,4.2,Variation1,1347.7334192539247,BR-009
BlackFriday,2.4,Variation2,1161.5940952677079,BR-005
Christmas,4.2,Variation1,1208.2844158758112,BR-015
Valentine,2.4,Control,1538.1382473267586,BR-010
Valentine,4.2,Control,2.597802416754482,BR-004
BlackFriday,3.7,Variation1,2529.099137856511,BR-013
Valentine,2.4,Control,-2037.8245687065153,BR-005
Valentine,1.6,Control,981.2689917590092,BR-009
Valentine,1.7,Control,509.6047710450699,BR-008
Christmas,3.8,Control,1673.3664204445636,BR-001
BlackFriday,4.7,Control,1491.342392656782,BR-006
BlackFriday,4.6,Variation1,1512.150934468482,BR-005
BlackFriday,1.1,Control,546.6882103735669,BR-017
BlackFriday,1.3,Control,1621.832409098701,BR-012
BlackFriday,1.7,Control,679.546612578195,BR-001
Normal,1.0,Control,-872.847678474337,BR-017
Valentine,1.6,Control,1426.7125433911992,BR-009
Valentine,4.0,Control,1872.555518515712,BR-011
Christmas,4.2,Control,2054.5437608018374,BR-008
Christmas,4.4,Variation2,894.7744152465309,BR-008
Normal,1.0,Control,1256.3676983416397,BR-011
BlackFriday,2.0,Control,1452.7976131943167,BR-003
BlackFriday,4.3,Control,1351.6836605925182,BR-001
Valentine,4.4,Control,2032.2431363843036,BR-003
BlackFriday,2.0,Control,1641.1255860702877,BR-013
Valentine,1.6,Control,730.0713249560558,BR-002
Christmas,1.2,Control,1530.0782229011022,BR-005
Normal,1.0,Control,1968.638912820103,BR-014
BlackFriday,1.7,Control,1756.9072868019107,BR-010
Valentine,4.1,Variation1,1776.163489978101,BR-013
Normal,1.0,Control,-2207.517501125554,BR-007
BlackFriday,2.1,Control,247.22731405244474,BR-004
Normal,1.0,Variation2,1125.3979774479465,BR-017
Normal,1.0,Control,694.8736109958609,BR-013
BlackFriday,4.5,Control,2934.27397212473,BR-003
Christmas,2.2,Control,436.73918772777864,BR-001
Normal,1.0,Variation1,1153.686957207232,BR-017
Christmas,2.4,Control,763.5642321345804,BR-008
Christmas,1.2,Control,1061.7487828236049,BR-010
Christmas,2.0,Variation1,494.7337383101277,BR-017
Normal,1.0,Variation2,56.60744243919087,BR-005
Valentine,2.2,Control,925.4660758018592,BR-012
Normal,1.0,Variation2,701.1311752584211,BR-002
BlackFriday,4.5,Control,1168.5176703923769,BR-016
BlackFriday,1.3,Variation2,1548.3872699751325,BR-009
Normal,1.0,Control,-903.2680098900722,BR-011
BlackFriday,4.2,Variation2,430.1357183950514,BR-004
BlackFriday,2.2,Control,1218.2723187688864,BR-012
Valentine,3.5,Variation1,778.9377746623322,BR-012
Valentine,1.6,Control,1240.206951988745,BR-013
Normal,1.0,Control,1060.7505930365312,BR-014
Christmas,3.2,Control,1315.5383418286326,BR-017
Normal,1.0,Variation2,1941.5807610728978,BR-015
Valentine,3.5,Control,1766.2587977877106,BR-014
BlackFriday,3.5,Control,1425.5619701124597,BR-003
Valentine,4.5,Control,1849.097169379442,BR-012
Normal,1.0,Variation1,251.06510502912406,BR-013
Normal,1.0,Control,1190.616278933965,BR-005
Normal,1.0,Control,892.0086664273399,BR-014
Valentine,3.1,Variation2,2291.6587739103543,BR-014
Valentine,4.8,Variation2,1163.2190240944044,BR-015
BlackFriday,3.8,Control,-1221.6930590413194,BR-009
BlackFriday,1.7,Variation2,2068.04112635404,BR-001
BlackFriday,2.5,Control,-1150.9491960595942,BR-001
Valentine,2.8,Control,1190.2482008554332,BR-017
Normal,1.0,Control,272.50261429393504,BR-011
BlackFriday,3.2,Variation1,2097.4665076493557,BR-014
BlackFriday,4.3,Control,1090.9793366869355,BR-002
Christmas,3.8,Variation1,2496.631874962926,BR-010
Normal,1.0,Variation1,2102.1206892754917,BR-005
Normal,1.0,Control,148.63512258559717,BR-015
Christmas,3.0,Control,1753.1262462922355,BR-001
Valentine,2.8,Variation2,2466.609097764757,BR-016
Valentine,4.8,Variation2,1566.056765928607,BR-003
Christmas,3.0,Variation2,374.84529194052186,BR-009
Christmas,2.3,Variation1,1142.6213108920929,BR-012
BlackFriday,1.2,Variation1,1872.9829518750596,BR-015
Valentine,2.6,Variation1,733.6487665492723,BR-014
Valentine,4.2,Control,133.26395988705735,BR-004
Normal,1.0,Control,1228.2223328459143,BR-007
Normal,1.0,Control,892.5313408424196,BR-008
Normal,1.0,Variation2,-1700.188880135448,BR-005
Christmas,1.7,Control,1433.6006748739292,BR-013
BlackFriday,3.8,Variation2,920.7821646600299,BR-005
Valentine,2.8,Control,2331.940572415001,BR-010
BlackFriday,5.0,Variation1,1818.3599626473413,BR-014
Christmas,4.1,Control,1396.5086058201714,BR-012
BlackFriday,4.3,Control,1634.4377461295892,BR-001
Christmas,3.7,Variation1,1629.7712227648026,BR-005
Christmas,2.4,Variation1,538.6491004086085,BR-003
Christmas,3.6,Control,1503.5646560603343,BR-015
Valentine,3.9,Control,1512.4120106691234,BR-017
BlackFriday,4.8,Control,1228.6417750714722,BR-004
BlackFriday,4.7,Control,1930.7585381624713,BR-008
BlackFriday,4.1,Control,205.5567964828174,BR-006
Christmas,2.6,Variation2,1168.4457049291675,BR-006
Christmas,3.8,Variation1,1870.9475595948268,BR-012
Normal,1.0,Variation1,1255.79065906264,BR-015
Valentine,2.0,Variation2,803.7400664907667,BR-011
Normal,1.0,Control,895.3792612329951,BR-015
Christmas,3.5,Variation1,1734.1593479433668,BR-013
BlackFriday,3.3,Variation1,1606.8691758146613,BR-003
Valentine,3.6,Control,553.5037826944562,BR-007
Normal,1.0,Variation2,731.6750914187703,BR-004
Valentine,4.5,Control,783.9576242344291,BR-003
Christmas,4.9,Control,2275.7748446387614,BR-015
Christmas,2.9,Variation2,1903.6237863461324,BR-009
BlackFriday,2.1,Control,1482.686062976534,BR-017
